Date,Doy,Station,Standard,ZipCodes,Scope,Tavg,Tavg_Qc,Tmax,Tmax_Qc,Tmin,Tmin_Qc,Tdew,Tdew_Qc,ETo,ETo_Qc,Pr,Pr_Qc,RHavg,RHavg_Qc,RHmax,RHmax_Qc,RHmin,RHmin_Qc,DaySoilTmpAvg.Value,DaySoilTmpAvg.Qc,Rs,Rs_Qc,Ea,Ea_Qc,DayWindRun.Value,DayWindRun.Qc,u2,u2_Qc,Elev,Lat,Long
2011-03-22,81,220,metric,93550,daily,8.2,H,12.6, ,4.7, ,1.3, ,1.33,E,0.0,H,62.0, ,75.0,H,45.0,H,11.2,H,142.0,H,0.7,H,190.2,H,2.2,H,2630,34.592222,-118.1275
2011-03-23,82,220,metric,93550,daily,6.5, ,14.9, ,0.7, ,0.9, ,2.27, ,5.8, ,68.0, ,90.0, ,41.0, ,10.5, ,165.0, ,0.7, ,174.0, ,2.0, ,2630,34.592222,-118.1275
2011-03-24,83,220,metric,93550,daily,6.5, ,10.8, ,3.1, ,1.5, ,2.48, ,0.0, ,71.0, ,82.0, ,59.0, ,9.9, ,171.0, ,0.7, ,299.5, ,3.5, ,2630,34.592222,-118.1275
2011-03-25,84,220,metric,93550,daily,8.6, ,12.4, ,5.3, ,4.0, ,2.65, ,2.3, ,73.0, ,88.0, ,58.0, ,10.1, ,184.0, ,0.8, ,234.5, ,2.7, ,2630,34.592222,-118.1275
2011-03-26,85,220,metric,93550,daily,7.9, ,11.6, ,5.4, ,3.7, ,3.47, ,0.0, ,74.0, ,88.0, ,61.0, ,10.4, ,244.0, ,0.8, ,335.3, ,3.9, ,2630,34.592222,-118.1275
2011-03-27,86,220,metric,93550,daily,11.2, ,16.6, ,6.7, ,5.7, ,3.98, ,0.0, ,69.0, ,90.0, ,51.0, ,11.0, ,256.0, ,0.9, ,237.7, ,2.8, ,2630,34.592222,-118.1275
2011-03-28,87,220,metric,93550,daily,11.6, ,17.9, ,4.7, ,3.5, ,4.23, ,0.0, ,57.0, ,81.0, ,36.0, ,11.6, ,259.0, ,0.8, ,197.0, ,2.3, ,2630,34.592222,-118.1275
2011-03-29,88,220,metric,93550,daily,12.2, ,24.0, ,2.4, ,2.9, ,4.26, ,0.0, ,53.0, ,91.0, ,21.0, ,11.8, ,246.0, ,0.8, ,130.5, ,1.5, ,2630,34.592222,-118.1275
2011-03-30,89,220,metric,93550,daily,15.6, ,25.6, ,4.8, ,5.8, ,4.71, ,0.0, ,52.0, ,90.0, ,26.0, ,12.4, ,260.0, ,0.9, ,139.7, ,1.6, ,2630,34.592222,-118.1275
2011-03-31,90,220,metric,93550,daily,18.2, ,29.3, ,6.9, ,5.9, ,4.99, ,0.0, ,44.0, ,85.0, ,19.0, ,13.3, ,265.0, ,0.9, ,108.0, ,1.3, ,2630,34.592222,-118.1275
2011-04-01,91,220,metric,93550,daily,20.5, ,30.3, ,8.0, ,6.1, ,5.36, ,0.0, ,39.0, ,78.0, ,23.0, ,14.2, ,266.0, ,0.9, ,149.2, ,1.7, ,2630,34.592222,-118.1275
2011-04-02,92,220,metric,93550,daily,17.9, ,23.4, ,10.7, ,5.5, ,3.88, ,0.0, ,44.0, ,79.0, ,29.0, ,15.0, ,215.0, ,0.9, ,220.1, ,2.5, ,2630,34.592222,-118.1275
2011-04-03,93,220,metric,93550,daily,12.7, ,18.8, ,6.0, ,6.6, ,4.1, ,0.0, ,66.0, ,84.0, ,49.0, ,14.9, ,256.0, ,1.0, ,196.0, ,2.3, ,2630,34.592222,-118.1275
2011-04-04,94,220,metric,93550,daily,13.0, ,23.4, ,2.9, ,0.1, ,4.6, ,0.0, ,41.0, ,87.0, ,17.0, ,14.5, ,275.0, ,0.6, ,115.3, ,1.3, ,2630,34.592222,-118.1275
2011-04-05,95,220,metric,93550,daily,15.7, ,24.8, ,5.0, ,0.9, ,5.47, ,0.0, ,37.0, ,70.0, ,20.0, ,14.4, ,275.0, ,0.7, ,182.2, ,2.1, ,2630,34.592222,-118.1275
2011-04-06,96,220,metric,93550,daily,15.3, ,21.9, ,10.7, ,5.3, ,3.63, ,0.0, ,51.0, ,67.0, ,25.0, ,14.6, ,188.0, ,0.9, ,199.7, ,2.3, ,2630,34.592222,-118.1275
2011-04-07,97,220,metric,93550,daily,9.2, ,14.3, ,2.8, ,3.3, ,3.26, ,2.8, ,67.0, ,81.0, ,51.0, ,14.2, ,200.0, ,0.8, ,317.1, ,3.7, ,2630,34.592222,-118.1275
2011-04-08,98,220,metric,93550,daily,4.5, ,10.5, ,-0.8, ,-2.7, ,3.1, ,0.0, ,59.0, ,81.0, ,35.0, ,12.8, ,223.0, ,0.5, ,200.5, ,2.3, ,2630,34.592222,-118.1275
2011-04-09,99,220,metric,93550,daily,6.3, ,13.2, ,-1.6, ,-2.8, ,3.37, ,0.0, ,52.0, ,87.0, ,32.0, ,11.9, ,232.0, ,0.5, ,198.7, ,2.3, ,2630,34.592222,-118.1275
2011-04-10,100,220,metric,93550,daily,10.6, ,19.2, ,0.0, ,-0.1, ,4.34, ,0.0, ,48.0, ,80.0, ,21.0, ,12.0, ,282.0, ,0.6, ,122.6, ,1.4, ,2630,34.592222,-118.1275
2011-04-11,101,220,metric,93550,daily,12.1, ,21.6, ,3.3, ,2.0, ,4.21, ,0.0, ,50.0, ,83.0, ,24.0, ,12.8, ,257.0, ,0.7, ,98.3, ,1.1, ,2630,34.592222,-118.1275
2011-04-12,102,220,metric,93550,daily,13.0, ,21.2, ,2.5, ,3.4, ,4.94, ,0.0, ,52.0, ,80.0, ,29.0, ,13.3, ,282.0, ,0.8, ,176.8, ,2.0, ,2630,34.592222,-118.1275
