Date,Doy,Station,Standard,ZipCodes,Scope,Tavg,Tavg_Qc,Tmax,Tmax_Qc,Tmin,Tmin_Qc,Tdew,Tdew_Qc,ETo,ETo_Qc,Pr,Pr_Qc,RHavg,RHavg_Qc,RHmax,RHmax_Qc,RHmin,RHmin_Qc,DaySoilTmpAvg.Value,DaySoilTmpAvg.Qc,Rs,Rs_Qc,Ea,Ea_Qc,DayWindRun.Value,DayWindRun.Qc,u2,u2_Qc,Elev,Lat,Long
2005-07-17,198,199,metric,92315,daily,18.4,H,27.9,Y,0.0,R,16.1,Y,0.21,H,0.0,H,87.0,Y,86.0,H,63.0,H,,M,,M,1.8,Y,38.4,I,0.4,I,6910,34.237419,-116.86571
2005-07-18,199,199,metric,92315,daily,23.1,H,32.0, ,0.0,R,6.8, ,5.95,H,0.0, ,35.0, ,81.0,H,21.0,H,24.4,Y,296.0,H,1.0, ,149.4, ,1.7, ,6910,34.237419,-116.86571
2005-07-19,200,199,metric,92315,daily,19.5, ,28.6, ,11.0, ,8.7, ,4.13, ,0.2, ,50.0, ,68.0, ,30.0, ,21.1, ,219.0, ,1.1, ,139.0, ,1.6, ,6910,34.237419,-116.86571
2005-07-20,201,199,metric,92315,daily,18.2,H,28.6, ,10.3, ,11.8, ,5.09,R,2.4, ,66.0, ,90.0,H,37.0,H,20.1, ,260.0, ,1.4, ,121.9, ,1.4, ,6910,34.237419,-116.86571
2005-07-21,202,199,metric,92315,daily,19.6, ,28.5,Y,11.5, ,11.3, ,5.62, ,0.0, ,59.0, ,92.0, ,32.0, ,20.0, ,299.0, ,1.3, ,156.0, ,1.8, ,6910,34.237419,-116.86571
2005-07-22,203,199,metric,92315,daily,18.2,H,28.9, ,10.5, ,11.9, ,6.05,R,25.7, ,67.0, ,91.0,H,37.0,H,18.6, ,276.0, ,1.4, ,149.6, ,1.7, ,6910,34.237419,-116.86571
2005-07-23,204,199,metric,92315,daily,17.5,H,26.7,Y,11.6, ,13.6, ,3.45,R,2.8, ,78.0, ,95.0,H,42.0,H,18.3, ,200.0, ,1.6, ,123.6, ,1.4, ,6910,34.237419,-116.86571
2005-07-24,205,199,metric,92315,daily,16.0,H,,S,11.3, ,13.5, ,4.97,R,10.0, ,85.0, ,97.0,H,61.0,H,19.0, ,122.0, ,1.5, ,110.9, ,1.3, ,6910,34.237419,-116.86571
2005-07-25,206,199,metric,92315,daily,17.2, ,25.2,R,9.7, ,12.1, ,5.08,R,0.0, ,72.0, ,97.0, ,48.0, ,18.5, ,304.0, ,1.4, ,126.2, ,1.5, ,6910,34.237419,-116.86571
2005-07-26,207,199,metric,92315,daily,18.9, ,26.7,Y,12.1, ,12.4, ,4.69, ,0.0, ,66.0, ,95.0, ,38.0, ,19.5, ,167.0, ,1.4, ,41.5,Y,0.5,Y,6910,34.237419,-116.86571
2005-07-27,208,199,metric,92315,daily,18.2,H,27.1,Y,10.1, ,11.5, ,4.95,R,0.0, ,65.0, ,94.0,H,39.0,H,19.6, ,275.0, ,1.4, ,42.0,Y,0.5,Y,6910,34.237419,-116.86571
2005-07-28,209,199,metric,92315,daily,18.2, ,26.7,Y,10.0, ,10.9, ,5.26, ,0.0, ,62.0, ,92.0, ,38.0, ,20.2, ,319.0, ,1.3, ,41.7,Y,0.5,Y,6910,34.237419,-116.86571
2005-07-29,210,199,metric,92315,daily,17.7, ,25.3,R,10.4, ,11.2, ,3.79,R,0.0, ,66.0, ,89.0, ,47.0, ,20.6, ,246.0, ,1.3, ,42.1,Y,0.5,Y,6910,34.237419,-116.86571
2005-07-30,211,199,metric,92315,daily,16.8,H,24.1,R,9.9, ,12.2, ,4.76,R,0.1, ,75.0, ,95.0,H,49.0,H,20.1, ,199.0, ,1.4, ,41.5,Y,0.5,Y,6910,34.237419,-116.86571
2005-07-31,212,199,metric,92315,daily,16.9,H,26.0,Y,10.2, ,12.6, ,4.57,R,0.0, ,76.0, ,95.0,H,41.0,H,19.4, ,201.0, ,1.5, ,41.4,Y,0.5,Y,6910,34.237419,-116.86571
