Date,Doy,Station,Standard,ZipCodes,Scope,Tavg,Tavg_Qc,Tmax,Tmax_Qc,Tmin,Tmin_Qc,Tdew,Tdew_Qc,ETo,ETo_Qc,Pr,Pr_Qc,RHavg,RHavg_Qc,RHmax,RHmax_Qc,RHmin,RHmin_Qc,DaySoilTmpAvg.Value,DaySoilTmpAvg.Qc,Rs,Rs_Qc,Ea,Ea_Qc,DayWindRun.Value,DayWindRun.Qc,u2,u2_Qc,Elev,Lat,Long
2003-01-01,1,71,metric,"95397, 95358, 95357, 95356, 95355, 95354, 95353, 95352, 95351, 95350",daily,5.1, ,11.9, ,-0.1, ,4.6, ,0.64, ,0.1, ,96.0, ,100.0, ,78.0, ,4.9, ,76.0, ,0.8, ,110.8, ,1.3, ,35,37.645222,-121.18776
2003-01-02,2,71,metric,"95397, 95358, 95357, 95356, 95355, 95354, 95353, 95352, 95351, 95350",daily,7.6, ,13.5, ,2.8, ,6.6, ,0.8, ,0.0, ,93.0, ,99.0, ,74.0, ,4.8, ,77.0, ,1.0, ,158.8, ,1.8, ,35,37.645222,-121.18776
2003-01-03,3,71,metric,"95397, 95358, 95357, 95356, 95355, 95354, 95353, 95352, 95351, 95350",daily,7.4, ,14.3, ,1.7, ,6.5, ,1.01, ,0.1, ,94.0, ,100.0, ,73.0, ,4.9, ,99.0, ,1.0, ,117.6, ,1.4, ,35,37.645222,-121.18776
2003-01-04,4,71,metric,"95397, 95358, 95357, 95356, 95355, 95354, 95353, 95352, 95351, 95350",daily,9.3, ,15.8, ,6.2, ,8.7, ,0.82, ,0.2, ,96.0, ,100.0, ,79.0, ,5.1, ,83.0, ,1.1, ,141.9, ,1.6, ,35,37.645222,-121.18776
2003-01-05,5,71,metric,"95397, 95358, 95357, 95356, 95355, 95354, 95353, 95352, 95351, 95350",daily,10.2, ,16.7, ,5.6, ,8.3, ,1.49, ,0.1, ,88.0, ,99.0, ,71.0, ,5.4, ,113.0, ,1.1, ,240.7, ,2.8, ,35,37.645222,-121.18776
2003-01-06,6,71,metric,"95397, 95358, 95357, 95356, 95355, 95354, 95353, 95352, 95351, 95350",daily,8.2, ,14.1, ,3.9, ,7.0, ,1.1, ,0.1, ,92.0, ,99.0, ,70.0, ,5.5, ,104.0, ,1.0, ,155.7, ,1.8, ,35,37.645222,-121.18776
2003-01-07,7,71,metric,"95397, 95358, 95357, 95356, 95355, 95354, 95353, 95352, 95351, 95350",daily,6.7, ,11.5, ,4.2, ,6.6, ,0.38, ,0.2, ,99.0, ,100.0, ,93.0, ,5.5, ,56.0, ,1.0, ,253.6, ,2.9, ,35,37.645222,-121.18776
2003-01-08,8,71,metric,"95397, 95358, 95357, 95356, 95355, 95354, 95353, 95352, 95351, 95350",daily,6.6, ,7.6, ,5.7, ,6.2, ,0.06, ,0.0, ,97.0, ,100.0, ,92.0, ,5.4, ,27.0, ,0.9, ,191.6, ,2.2, ,35,37.645222,-121.18776
2003-01-09,9,71,metric,"95397, 95358, 95357, 95356, 95355, 95354, 95353, 95352, 95351, 95350",daily,7.7, ,9.4, ,6.3, ,7.4, ,0.1, ,4.2, ,98.0, ,100.0, ,93.0, ,5.3, ,25.0, ,1.0, ,201.4, ,2.3, ,35,37.645222,-121.18776
2003-01-10,10,71,metric,"95397, 95358, 95357, 95356, 95355, 95354, 95353, 95352, 95351, 95350",daily,11.3, ,13.6, ,9.2, ,10.8, ,0.23, ,4.7, ,97.0, ,99.0, ,92.0, ,5.5, ,33.0, ,1.3, ,317.4, ,3.7, ,35,37.645222,-121.18776
