Date,Doy,Station,Standard,ZipCodes,Scope,Tavg,Tavg_Qc,Tmax,Tmax_Qc,Tmin,Tmin_Qc,Tdew,Tdew_Qc,ETo,ETo_Qc,Pr,Pr_Qc,RHavg,RHavg_Qc,RHmax,RHmax_Qc,RHmin,RHmin_Qc,DaySoilTmpAvg.Value,DaySoilTmpAvg.Qc,Rs,Rs_Qc,Ea,Ea_Qc,DayWindRun.Value,DayWindRun.Qc,u2,u2_Qc,Elev,Lat,Long,dT,bT,aT,Tmax_corr,Tmin_corr,Tdew_corr,AI,Tmax_diff,Tmin_diff,Tdew_diff,Tmax_diff_avg,Tmin_diff_avg,Tdew_diff_avg,ETo_uncor,ETo_corr,ETo_CIMIS,d_ETo,d_ETo_avg,ETo_%_diff,ETo_%_diff_monthly_avg
2003-01-01,1,90,metric,96101,daily,1.4, ,5.5, ,-5.3, ,-2.7, ,0.6, ,0.0, ,74.0, ,92.0, ,59.0, ,3.6,Y,43.0, ,0.5, ,184.5, ,2.1, ,4405,41.438214,-120.48031,-2.6,0.3,1.5,5.5,-5.3,-2.7,0.2262035439862004,0.0,0.0,0.0,-0.0687096774193548,-0.0687096774193548,0.1603225806451612,0.7255101546973532,0.7255101546973532,0.6,0.0,,0.0,
2003-01-02,2,90,metric,96101,daily,7.5, ,12.7, ,3.1, ,-3.6, ,2.1, ,0.0, ,45.0, ,67.0, ,24.0, ,3.8,Y,60.0, ,0.5, ,399.2, ,4.6, ,4405,41.438214,-120.48031,6.7,0.3,1.5,11.14,1.54,0.0399999999999995,0.2262035439862004,1.5599999999999987,1.56,3.64,-0.0687096774193548,-0.0687096774193548,0.1603225806451612,2.471005436057743,1.68413695581513,2.1,0.7868684802426131,,46.722356963051446,
2003-01-03,3,90,metric,96101,daily,6.1, ,13.9, ,-2.3, ,-2.1, ,1.37, ,0.0, ,56.0, ,77.0, ,29.0, ,4.3,R,82.0, ,0.5, ,171.5, ,2.0, ,4405,41.438214,-120.48031,-0.1999999999999997,0.3,1.5,13.9,-2.3,-2.1,0.2262035439862004,0.0,0.0,0.0,-0.0687096774193548,-0.0687096774193548,0.1603225806451612,1.377453972876476,1.377453972876476,1.37,0.0,,0.0,
2003-01-04,4,90,metric,96101,daily,7.9, ,14.6, ,0.4, ,1.0, ,1.62, ,0.0, ,62.0, ,96.0, ,38.0, ,,S,73.0, ,0.7, ,290.6, ,3.4, ,4405,41.438214,-120.48031,-0.6,0.3,1.5,14.6,0.4,1.0,0.2262035439862004,0.0,0.0,0.0,-0.0687096774193548,-0.0687096774193548,0.1603225806451612,1.702927737715605,1.702927737715605,1.62,0.0,,0.0,
2003-01-05,5,90,metric,96101,daily,2.9, ,10.1, ,-5.0, ,-0.5, ,1.13, ,0.0, ,78.0, ,97.0, ,43.0, ,,S,106.0, ,0.6, ,156.3, ,1.8, ,4405,41.438214,-120.48031,-4.5,0.3,1.5,10.1,-5.0,-0.5,0.2262035439862004,0.0,0.0,0.0,-0.0687096774193548,-0.0687096774193548,0.1603225806451612,0.842356855977046,0.842356855977046,1.13,0.0,,0.0,
2003-01-06,6,90,metric,96101,daily,2.0, ,14.4, ,-4.9, ,-6.4, ,1.13, ,0.0, ,54.0, ,93.0, ,26.0, ,4.2,R,32.0, ,0.4, ,148.6, ,1.7, ,4405,41.438214,-120.48031,1.5,0.3,1.5,14.4,-4.9,-6.4,0.2262035439862004,0.0,0.0,0.0,-0.0687096774193548,-0.0687096774193548,0.1603225806451612,1.5047334429220054,1.5047334429220054,1.13,0.0,,0.0,
2003-01-07,7,90,metric,96101,daily,3.2, ,15.1, ,-7.1, ,-5.0, ,1.74, ,0.0, ,55.0, ,87.0, ,28.0, ,3.7,Y,113.0, ,0.4, ,208.0, ,2.4, ,4405,41.438214,-120.48031,-2.1,0.3,1.5,15.1,-7.1,-5.0,0.2262035439862004,0.0,0.0,0.0,-0.0687096774193548,-0.0687096774193548,0.1603225806451612,1.7382823126961813,1.7382823126961813,1.74,0.0,,0.0,
2003-01-08,8,90,metric,96101,daily,0.6, ,12.3, ,-7.3, ,-4.4, ,1.18, ,0.0, ,69.0, ,90.0, ,33.0, ,3.4,Y,107.0, ,0.4, ,122.5, ,1.4, ,4405,41.438214,-120.48031,-2.8999999999999995,0.3,1.5,12.3,-7.3,-4.4,0.2262035439862004,0.0,0.0,0.0,-0.0687096774193548,-0.0687096774193548,0.1603225806451612,1.0778140417599893,1.0778140417599893,1.18,0.0,,0.0,
2003-01-09,9,90,metric,96101,daily,0.7, ,8.5, ,-4.7, ,-1.7, ,0.55, ,0.3, ,84.0, ,94.0, ,59.0, ,3.3,Y,57.0, ,0.5, ,111.6, ,1.3, ,4405,41.438214,-120.48031,-3.0,0.3,1.5,8.5,-4.7,-1.7,0.2262035439862004,0.0,0.0,0.0,-0.0687096774193548,-0.0687096774193548,0.1603225806451612,0.7852406923993478,0.7852406923993478,0.55,0.0,,0.0,
2003-01-10,10,90,metric,96101,daily,3.5, ,7.5, ,0.2, ,1.5, ,0.44, ,1.1, ,87.0, ,96.0, ,70.0, ,3.5,Y,43.0, ,0.7, ,188.8, ,2.2, ,4405,41.438214,-120.48031,-1.3,0.3,1.5,7.5,0.2,1.5,0.2262035439862004,0.0,0.0,0.0,-0.0687096774193548,-0.0687096774193548,0.1603225806451612,0.7509507781221564,0.7509507781221564,0.44,0.0,,0.0,
2003-01-11,11,90,metric,96101,daily,4.8, ,9.1, ,0.7, ,0.2, ,1.08, ,0.0, ,72.0, ,88.0, ,55.0, ,4.0,Y,65.0, ,0.6, ,314.5, ,3.6, ,4405,41.438214,-120.48031,0.4999999999999999,0.3,1.5,9.1,0.7,0.2,0.2262035439862004,0.0,0.0,0.0,-0.0687096774193548,-0.0687096774193548,0.1603225806451612,1.238156415134754,1.238156415134754,1.08,0.0,,0.0,
2003-01-12,12,90,metric,96101,daily,6.0, ,8.1, ,4.3, ,0.9, ,1.11, ,0.6, ,70.0, ,80.0, ,57.0, ,4.4,R,39.0, ,0.7, ,436.5, ,5.1, ,4405,41.438214,-120.48031,3.4,0.3,1.5,7.529999999999999,3.73,2.23,0.2262035439862004,0.5700000000000003,0.5699999999999998,1.33,-0.0687096774193548,-0.0687096774193548,0.1603225806451612,1.476205821553284,1.100264419035888,1.11,0.37594140251739616,,34.168277735166306,
2003-01-13,13,90,metric,96101,daily,7.4, ,10.4, ,4.9, ,4.0, ,0.72, ,2.7, ,79.0, ,90.0, ,71.0, ,,S,39.0, ,0.8, ,329.3, ,3.8, ,4405,41.438214,-120.48031,0.9000000000000004,0.3,1.5,10.4,4.9,4.0,0.2262035439862004,0.0,0.0,0.0,-0.0687096774193548,-0.0687096774193548,0.1603225806451612,1.1460069445886374,1.1460069445886374,0.72,0.0,,0.0,
2003-01-14,14,90,metric,96101,daily,3.4, ,5.5, ,0.7, ,1.1, ,0.25, ,4.0, ,85.0, ,96.0, ,62.0, ,,S,30.0, ,0.7, ,151.2, ,1.8, ,4405,41.438214,-120.48031,-0.4000000000000001,0.3,1.5,5.5,0.7,1.1,0.2262035439862004,0.0,0.0,0.0,-0.0687096774193548,-0.0687096774193548,0.1603225806451612,0.5273330958840512,0.5273330958840512,0.25,0.0,,0.0,
2003-01-15,15,90,metric,96101,daily,1.7,H,7.3, ,-2.2, ,-0.2, ,0.79,H,0.0,R,87.0, ,96.0,H,63.0,H,,S,7.0,H,0.6,H,117.2,H,1.4,H,4405,41.438214,-120.48031,-2.0,0.3,1.5,7.3,-2.2,-0.2,0.2262035439862004,0.0,0.0,0.0,-0.0687096774193548,-0.0687096774193548,0.1603225806451612,0.2957604042336947,0.2957604042336947,0.79,0.0,,0.0,
2003-01-16,16,90,metric,96101,daily,2.5, ,13.9, ,-4.2, ,-1.5, ,1.27, ,0.0, ,75.0, ,94.0, ,41.0, ,3.9,Y,115.0, ,0.5, ,125.0, ,1.4, ,4405,41.438214,-120.48031,-2.7,0.3,1.5,13.9,-4.2,-1.5,0.2262035439862004,0.0,0.0,0.0,-0.0687096774193548,-0.0687096774193548,0.1603225806451612,1.1788311850478246,1.1788311850478246,1.27,0.0,,0.0,
2003-01-17,17,90,metric,96101,daily,2.6, ,13.8, ,-4.7, ,-1.2, ,1.26, ,0.0, ,76.0, ,96.0, ,42.0, ,3.7,Y,109.0, ,0.6, ,141.4, ,1.6, ,4405,41.438214,-120.48031,-3.5,0.3,1.5,13.8,-4.7,-1.2,0.2262035439862004,0.0,0.0,0.0,-0.0687096774193548,-0.0687096774193548,0.1603225806451612,1.2353663785427296,1.2353663785427296,1.26,0.0,,0.0,
2003-01-18,18,90,metric,96101,daily,3.9, ,16.6,Y,-5.0, ,-1.1, ,1.53, ,0.0, ,70.0, ,95.0, ,35.0, ,3.7,Y,121.0, ,0.6, ,146.9, ,1.7, ,4405,41.438214,-120.48031,-3.9,0.3,1.5,16.6,-5.0,-1.1,0.2262035439862004,0.0,0.0,0.0,-0.0687096774193548,-0.0687096774193548,0.1603225806451612,1.4963978972709298,1.4963978972709298,1.53,0.0,,0.0,
2003-01-19,19,90,metric,96101,daily,2.9, ,17.1,Y,-5.6, ,-1.6, ,1.38, ,0.0, ,72.0, ,94.0, ,37.0, ,3.7,Y,122.0, ,0.5, ,120.8, ,1.4, ,4405,41.438214,-120.48031,-4.0,0.3,1.5,17.1,-5.6,-1.6,0.2262035439862004,0.0,0.0,0.0,-0.0687096774193548,-0.0687096774193548,0.1603225806451612,1.427458341189065,1.427458341189065,1.38,0.0,,0.0,
2003-01-20,20,90,metric,96101,daily,1.8, ,14.0, ,-6.8, ,-3.4, ,1.37, ,0.1, ,68.0, ,96.0, ,27.0, ,3.4,Y,122.0, ,0.5, ,115.9, ,1.3, ,4405,41.438214,-120.48031,-3.4,0.3,1.5,14.0,-6.8,-3.4,0.2262035439862004,0.0,0.0,0.0,-0.0687096774193548,-0.0687096774193548,0.1603225806451612,1.248325498264307,1.248325498264307,1.37,0.0,,0.0,
