," NDVI (Landsat 5/7/8/9 SR) at -120.1129E,36.3362N, 2003-01-01 to 2023-08-04"
"2003-01-01",0.3607
"2003-02-02",0.7696
"2003-02-09",0.7551
"2003-02-10",0.4662
"2003-02-18",0.7352
"2003-03-05",0.8239
"2003-03-06",0.7492
"2003-03-21",0.7094
"2003-03-22",0.7247
"2003-03-29",0.6659
"2003-03-30",0.6109
"2003-04-06",0.5624
"2003-04-07",0.6911
"2003-04-15",0.6739
"2003-04-30",0.6435
"2003-05-09",0.5926
"2003-05-24",0.6611
"2003-05-25",0.588
"2003-06-01",0.7101
"2003-06-10",0.5815
"2003-06-26",0.5621
"2003-07-03",0.6539
"2003-07-12",0.5365
"2003-07-20",0.5655
"2003-07-27",0.6464
"2003-08-04",0.6354
"2003-08-12",0.6569
"2003-08-13",0.6522
"2003-08-20",0.6008
"2003-08-29",0.5898
"2003-09-05",0.6311
"2003-09-14",0.6249
"2003-09-21",0.6846
"2003-09-22",0.6504
"2003-09-29",0.6611
"2003-09-30",0.6261
"2003-10-07",0.6647
"2003-10-15",0.6688
"2003-10-16",0.6359
"2003-10-23",0.6053
"2003-11-01",0.5525
"2003-12-11",0.5516
"2003-12-18",0.5589
"2003-12-19",0.5003
"2003-12-26",0.6018
"2004-01-03",0.6421
"2004-01-04",0.4634
"2004-02-05",0.6287
"2004-02-12",0.64
"2004-02-28",0.7684
"2004-03-07",0.753
"2004-03-15",0.756
"2004-03-16",0.6456
"2004-03-23",0.7497
"2004-03-31",0.6329
"2004-04-08",0.4884
"2004-04-09",0.5828
"2004-04-25",0.5478
"2004-05-02",0.6681
"2004-05-03",0.5572
"2004-05-11",0.5804
"2004-05-18",0.6387
"2004-05-19",0.5651
"2004-05-27",0.4963
"2004-06-03",0.6745
"2004-06-11",0.639
"2004-06-12",0.5533
"2004-06-19",0.6293
"2004-06-28",0.5894
"2004-07-05",0.6445
"2004-07-06",0.6239
"2004-07-13",0.5296
"2004-07-14",0.6179
"2004-07-21",0.6085
"2004-07-29",0.6634
"2004-07-30",0.5427
"2004-08-06",0.5929
"2004-08-14",0.5958
"2004-08-15",0.526
"2004-08-22",0.3682
"2004-08-30",0.5992
"2004-08-31",0.6092
"2004-09-07",0.5995
"2004-09-08",0.5026
"2004-09-15",0.574
"2004-09-16",0.5184
"2004-09-23",0.4639
"2004-09-24",0.408
"2004-10-02",0.4894
"2004-10-09",0.5693
"2004-10-10",0.4273
"2004-10-25",0.557
"2004-11-03",0.3728
"2004-12-04",0.5055
"2005-01-29",0.7146
"2005-02-23",0.6839
"2005-03-03",0.6463
"2005-03-10",0.7423
"2005-03-11",0.6287
"2005-04-04",0.5719
"2005-04-11",0.6193
"2005-04-12",0.4856
"2005-04-19",0.5956
"2005-04-20",0.4226
"2005-05-13",0.547
"2005-05-14",0.537
"2005-05-21",0.6181
"2005-05-29",0.6131
"2005-05-30",0.5427
"2005-06-06",0.6092
"2005-06-07",0.6228
"2005-06-15",0.5775
"2005-06-22",0.603
"2005-06-23",0.6353
"2005-06-30",0.6166
"2005-07-01",0.5912
"2005-07-08",0.6339
"2005-07-09",0.6966
"2005-07-16",0.6486
"2005-07-17",0.6151
"2005-07-24",0.6482
"2005-07-25",0.5408
"2005-08-01",0.702
"2005-08-02",0.6636
"2005-08-09",0.6209
"2005-08-18",0.7049
"2005-08-25",0.7642
"2005-08-26",0.6888
"2005-09-02",0.6879
"2005-09-03",0.6968
"2005-09-10",0.7137
"2005-09-11",0.6964
"2005-09-18",0.6198
"2005-09-19",0.6785
"2005-10-05",0.7134
"2005-10-12",0.6143
"2005-10-13",0.6657
"2005-10-21",0.5589
"2005-10-28",0.7217
"2005-10-29",0.6536
"2005-11-05",0.6877
"2005-11-14",0.5078
"2005-11-22",0.5507
"2005-11-30",0.6305
"2005-12-07",0.5761
"2005-12-23",0.6802
"2006-01-08",0.5845
"2006-01-09",0.5765
"2006-01-16",0.7068
"2006-01-24",0.6174
"2006-01-25",0.591
"2006-02-01",0.5468
"2006-02-09",0.6932
"2006-02-10",0.5668
