," NDVI (Landsat 5/7/8/9 SR) at -118.8493E,34.2690N, 2003-01-01 to 2023-08-04"," Average -118.8493E,34.2690N"
"2003-01-18",0.7821,0.5803
"2003-01-26",0.7639
"2003-02-03",0.7686
"2003-02-19",0.6324
"2003-03-07",0.7647
"2003-03-23",0.7859
"2003-03-31",0.6899
"2003-04-08",0.6973
"2003-04-16",0.662
"2003-05-10",0.6958
"2003-05-18",0.6431
"2003-05-26",0.6611
"2003-07-05",0.6346
"2003-07-21",0.6654
"2003-08-06",0.6845
"2003-08-22",0.6438
"2003-08-30",0.6636
"2003-09-07",0.6665
"2003-09-23",0.5687
"2003-10-01",0.4297
"2003-10-09",0.5903
"2003-10-17",0.6665
"2003-11-02",0.6824
"2003-11-10",0.6482
"2003-11-26",0.6339
"2003-12-28",0.6609
"2004-01-13",0.6883
"2004-01-21",0.7184
"2004-01-29",0.6915
"2004-02-06",0.7296
"2004-02-14",0.6909
"2004-03-09",0.781
"2004-03-17",0.7307
"2004-04-02",0.6452
"2004-04-18",0.6175
"2004-05-04",0.6497
"2004-05-12",0.6554
"2004-05-20",0.5963
"2004-05-27",0.6058
"2004-06-05",0.6233
"2004-06-13",0.6
"2004-07-07",0.6111
"2004-07-15",0.6286
"2004-07-23",0.6393
"2004-07-31",0.677
"2004-08-08",0.6278
"2004-08-16",0.6632
"2004-08-24",0.6391
"2004-09-01",0.6735
"2004-09-09",0.6238
"2004-09-25",0.5263
"2004-10-03",0.4786
"2004-10-11",0.365
"2004-11-12",0.7288
"2004-11-20",0.7239
"2004-11-28",0.748
"2004-12-14",0.6906
"2005-01-15",0.7712
"2005-01-23",0.808
"2005-01-31",0.7904
"2005-02-08",0.818
"2005-02-24",0.8043
"2005-03-04",0.7514
"2005-03-28",0.7461
"2005-04-05",0.7027
"2005-04-13",0.6824
"2005-04-21",0.6698
"2005-04-29",0.7338
"2005-05-07",0.6921
"2005-05-15",0.7281
"2005-05-23",0.649
"2005-05-31",0.6751
"2005-06-08",0.6682
"2005-06-24",0.6617
"2005-07-10",0.6636
"2005-07-18",0.6907
"2005-07-26",0.6419
"2005-08-03",0.653
"2005-08-11",0.6468
"2005-08-19",0.6527
"2005-08-27",0.6398
"2005-09-04",0.6868
"2005-09-12",0.5844
"2005-09-20",0.5415
"2005-09-28",0.46
"2005-10-06",0.4204
"2005-10-14",0.5441
"2005-10-30",0.7506
"2005-11-07",0.6807
"2005-11-15",0.6868
"2005-11-22",0.7871
"2005-12-09",0.5675
"2006-01-09",0.7174
"2006-01-25",0.5292
"2006-01-26",0.7276
"2006-02-03",0.7368
"2006-02-10",0.7102
"2006-02-11",0.7691
"2006-02-19",0.758
"2006-03-07",0.3136
"2006-03-15",0.805
"2006-04-16",0.7535
"2006-05-10",0.6513
"2006-06-02",0.6393
"2006-06-03",0.6619
"2006-07-13",0.6594
"2006-07-21",0.7282
"2006-07-29",0.5764
"2006-08-14",0.6271
"2006-08-22",0.659
"2006-08-30",0.6456
"2006-09-07",0.6732
"2006-10-17",0.6065
"2006-10-25",0.6127
"2006-11-02",0.6302
"2006-11-10",0.679
"2006-11-18",0.6553
"2006-11-26",0.6315
"2006-12-04",0.6959
"2006-12-20",0.6922
"2006-12-28",0.6201
"2007-01-05",0.5846
"2007-01-13",0.6157
"2007-01-21",0.4929
"2007-02-06",0.5674
"2007-02-14",0.6321
"2007-03-02",0.6838
"2007-03-10",0.6888
"2007-04-03",0.6626
"2007-04-11",0.662
"2007-04-19",0.6533
"2007-04-27",0.6407
"2007-05-05",0.6392
"2007-05-13",0.5612
"2007-05-29",0.6133
"2007-06-06",0.4828
"2007-06-14",0.6444
"2007-06-22",0.7022
"2007-06-30",0.6174
"2007-07-08",0.5781
"2007-07-16",0.6024
"2007-08-01",0.5833
"2007-08-09",0.666
"2007-08-17",0.6533
"2007-09-02",0.6399
"2007-09-10",0.7305
"2007-09-18",0.6563
"2007-09-26",0.6634
"2007-10-04",0.7078
"2007-10-12",0.6209
"2007-11-13",0.671
"2007-11-29",0.4154
"2007-12-15",0.6021
"2007-12-31",0.6607
"2008-01-16",0.6272
"2008-02-01",0.5952
"2008-02-09",0.6043
"2008-02-17",0.6003
"2008-02-25",0.6533
"2008-03-20",0.6593
"2008-03-28",0.6575
"2008-04-05",0.6176
"2008-04-13",0.6566
"2008-04-21",0.6304
"2008-04-29",0.6268
"2008-05-31",0.6167
"2008-06-08",0.6083
"2008-06-24",0.5403
"2008-07-02",0.6394
"2008-07-10",0.5344
"2008-07-18",0.5606
"2008-07-26",0.6263
"2008-08-03",0.5815
"2008-08-11",0.6415
"2008-08-19",0.6181
"2008-08-27",0.6048
"2008-09-04",0.6367
"2008-09-20",0.6087
"2008-09-28",0.615
"2008-10-06",0.61
"2008-10-14",0.5696
"2008-10-22",0.5809
"2008-11-07",0.5192
"2008-11-14",0.5553
"2008-12-01",0.5374
"2009-01-10",0.465
"2009-01-17",0.464
"2009-01-18",0.4736
"2009-01-26",0.4649
"2009-02-03",0.492
"2009-02-11",0.5217
"2009-02-19",0.4957
"2009-02-27",0.5062
"2009-03-07",0.5629
"2009-03-23",0.5359
"2009-03-31",0.5527
"2009-04-16",0.5341
"2009-05-10",0.5367
"2009-05-26",0.5024
"2009-06-19",0.5758
"2009-06-27",0.5383
"2009-07-05",0.5788
"2009-07-13",0.5663
"2009-07-21",0.5665
"2009-07-29",0.5555
"2009-08-06",0.5559
"2009-08-14",0.5557
"2009-08-22",0.2896
"2009-08-30",0.5171
"2009-09-07",0.5396
"2009-09-15",0.5134
"2009-09-23",0.5201
"2009-10-09",0.4983
"2009-10-17",0.5143
"2009-10-25",0.5656
"2009-11-02",0.5595
"2009-11-10",0.5977
"2009-11-18",0.5597
"2009-11-26",0.5506
"2009-12-04",0.5335
"2010-01-05",0.4841
"2010-02-14",0.5496
"2010-02-22",0.5787
"2010-03-18",0.641
"2010-03-26",0.4664
"2010-04-03",0.5484
"2010-04-19",0.5792
"2010-05-05",0.5455
"2010-05-21",0.5137
"2010-05-29",0.5471
"2010-06-06",0.5346
"2010-06-14",0.5025
"2010-06-22",0.4771
"2010-07-24",0.4849
"2010-08-01",0.4792
"2010-08-09",0.4677
"2010-08-17",0.4559
"2010-08-25",0.4891
"2010-09-02",0.4676
"2010-09-10",0.4775
"2010-09-26",0.5172
"2010-10-28",0.567
"2010-11-05",0.5842
"2010-11-13",0.5664
"2010-11-29",0.6097
"2010-12-07",0.5791
"2010-12-31",0.5943
"2011-01-16",0.5167
"2011-02-01",0.5709
"2011-02-09",0.5538
"2011-03-05",0.4841
"2011-03-21",0.5021
"2011-03-29",0.5666
"2011-04-14",0.5667
"2011-05-24",0.5055
"2011-06-01",0.5465
"2011-06-25",0.4609
"2011-07-03",0.4718
"2011-07-11",0.4358
"2011-07-19",0.5048
"2011-07-27",0.4565
"2011-08-04",0.4999
"2011-08-20",0.504
"2011-08-28",0.5184
"2011-09-13",0.538
"2011-09-21",0.4997
"2011-09-29",0.4822
"2011-10-15",0.5164
"2011-10-23",0.5297
"2011-10-31",0.5134
"2011-11-08",0.5321
"2011-12-26",0.4641
"2012-02-28",0.4333
"2012-03-15",0.4438
"2012-04-16",0.5117
"2012-06-03",0.4885
"2012-06-19",0.4729
"2012-07-05",0.452
"2012-07-21",0.506
"2012-08-06",0.4939
"2012-09-07",0.5022
"2012-09-23",0.5286
"2012-11-10",0.5117
"2012-11-26",0.4984
"2012-12-28",0.5509
"2013-01-13",0.5359
"2013-02-14",0.5536
"2013-03-02",0.4647
"2013-03-27",0.6914
"2013-04-11",0.7239
"2013-04-19",0.6505
"2013-04-27",0.6885
"2013-05-13",0.6815
"2013-05-29",0.5929
"2013-06-06",0.5234
"2013-06-14",0.5373
"2013-06-22",0.4659
"2013-06-30",0.5789
"2013-07-08",0.5626
"2013-07-16",0.5912
"2013-07-24",0.6186
"2013-08-01",0.6228
"2013-08-09",0.5551
"2013-08-16",0.555
"2013-08-17",0.5704
"2013-09-02",0.5684
"2013-09-10",0.5706
"2013-09-18",0.5735
"2013-09-26",0.5451
"2013-11-05",0.5073
"2013-11-13",0.4788
"2013-12-15",0.5094
"2013-12-23",0.5467
"2013-12-31",0.5273
"2014-01-08",0.5754
"2014-01-16",0.5697
"2014-02-01",0.5176
"2014-02-17",0.5667
"2014-02-25",0.6042
"2014-03-05",0.6011
"2014-03-13",0.6582
"2014-03-21",0.5976
"2014-04-06",0.6072
"2014-04-14",0.6379
"2014-05-08",0.5074
"2014-05-16",0.5357
"2014-06-01",0.5459
"2014-06-09",0.4356
"2014-06-17",0.4703
"2014-06-25",0.3788
"2014-07-03",0.4992
"2014-08-04",0.535
"2014-08-12",0.3587
"2014-08-20",0.5206
"2014-08-28",0.4157
"2014-09-05",0.5084
"2014-09-13",0.4805
"2014-09-21",0.6023
"2014-10-07",0.57
"2014-10-23",0.5628
"2014-11-08",0.6115
"2014-11-16",0.5188
"2014-11-24",0.5324
"2014-12-26",0.6366
"2015-01-03",0.5527
"2015-01-19",0.5283
"2015-01-27",0.6436
"2015-02-04",0.6114
"2015-02-12",0.6254
"2015-03-16",0.6175
"2015-03-24",0.6179
"2015-04-01",0.655
"2015-04-17",0.5346
"2015-05-03",0.4839
"2015-05-11",0.3804
"2015-05-19",0.4879
"2015-06-12",0.4953
"2015-06-20",0.6118
"2015-07-06",0.6015
"2015-07-14",0.5371
"2015-07-30",0.5583
"2015-08-07",0.5872
"2015-08-23",0.555
"2015-08-31",0.4862
"2015-09-08",0.5229
"2015-09-16",0.5214
"2015-09-24",0.5742
"2015-10-02",0.574
"2015-10-10",0.6346
"2015-10-26",0.5929
"2015-11-03",0.5719
"2015-11-11",0.5842
"2015-11-27",0.5817
"2015-12-13",0.5169
"2015-12-29",0.5034
"2016-02-07",0.5118
"2016-02-15",0.6046
"2016-02-23",0.6056
"2016-03-02",0.629
"2016-03-18",0.686
"2016-04-03",0.6202
"2016-04-19",0.6279
"2016-05-13",0.5337
"2016-06-14",0.4353
"2016-06-22",0.4817
"2016-06-30",0.4418
"2016-07-08",0.5754
"2016-07-16",0.4572
"2016-07-24",0.5132
"2016-08-01",0.4448
"2016-08-09",0.5472
"2016-08-17",0.458
"2016-08-25",0.4868
"2016-09-02",0.4582
"2016-09-10",0.5905
"2016-09-18",0.467
"2016-09-26",0.5524
"2016-10-12",0.4995
"2016-10-20",0.5122
"2016-11-05",0.5207
"2016-11-13",0.5583
"2016-11-29",0.5693
"2016-12-07",0.4574
"2017-01-08",0.4714
"2017-01-16",0.5421
"2017-01-24",0.5472
"2017-02-01",0.5372
"2017-02-09",0.6055
"2017-02-25",0.6132
"2017-03-29",0.6566
"2017-04-06",0.624
"2017-04-14",0.6442
"2017-04-22",0.6368
"2017-04-30",0.5537
"2017-05-08",0.6008
"2017-05-24",0.4878
"2017-06-01",0.5106
"2017-06-09",0.5585
"2017-06-17",0.4934
"2017-06-25",0.5329
"2017-07-03",0.5062
"2017-07-11",0.557
"2017-07-19",0.5101
"2017-07-27",0.5919
"2017-08-04",0.4488
"2017-08-12",0.4927
"2017-08-20",0.4617
"2017-08-28",0.5641
"2017-09-05",0.5119
"2017-09-13",0.5609
"2017-09-29",0.5821
"2017-10-15",0.528
"2017-11-08",0.5415
"2017-12-02",0.5498
"2017-12-10",0.3257
"2017-12-18",0.5381
"2018-01-11",0.4751
"2018-02-04",0.5452
"2018-02-20",0.5913
"2018-03-08",0.5091
"2018-03-24",0.6226
"2018-04-09",0.6406
"2018-04-17",0.6335
"2018-04-25",0.6605
"2018-05-03",0.5984
"2018-05-19",0.5429
"2018-05-27",0.613
"2018-06-04",0.5464
"2018-06-12",0.5671
"2018-06-20",0.4889
"2018-06-28",0.5471
"2018-07-06",0.4652
"2018-07-14",0.5232
"2018-07-22",0.4819
"2018-07-30",0.5679
"2018-08-07",0.4334
"2018-08-15",0.5078
"2018-08-23",0.4553
"2018-08-31",0.4519
"2018-09-16",0.529
"2018-09-24",0.4613
"2018-10-18",0.507
"2018-11-03",0.4995
"2018-12-29",0.5707
"2019-01-06",0.6396
"2019-01-22",0.6303
"2019-02-07",0.6888
"2019-02-23",0.6374
"2019-03-03",0.7157
"2019-04-12",0.6822
"2019-05-22",0.5458
"2019-05-30",0.5765
"2019-06-23",0.5127
"2019-07-01",0.5711
"2019-07-09",0.5063
"2019-07-17",0.5766
"2019-08-02",0.5776
"2019-08-10",0.5206
"2019-08-18",0.5846
"2019-08-26",0.4924
"2019-09-03",0.5438
"2019-09-11",0.4918
"2019-09-19",0.3422
"2019-10-05",0.5292
"2019-10-13",0.4368
"2019-10-21",0.5276
"2019-10-29",0.5069
"2019-11-06",0.5848
"2019-11-22",0.5718
"2019-12-16",0.565
"2019-12-24",0.6718
"2020-01-01",0.5095
"2020-01-09",0.6549
"2020-01-25",0.6947
"2020-02-02",0.6893
"2020-02-10",0.6842
"2020-02-26",0.7021
"2020-03-05",0.5989
"2020-03-21",0.659
"2020-04-14",0.688
"2020-04-22",0.6259
"2020-04-30",0.6777
"2020-05-08",0.6262
"2020-05-16",0.6141
"2020-05-24",0.5752
"2020-06-09",0.5469
"2020-06-17",0.6087
"2020-07-03",0.6116
"2020-07-11",0.5336
"2020-07-19",0.5427
"2020-07-27",0.5269
"2020-08-04",0.6128
"2020-08-12",0.5831
"2020-08-20",0.555
"2020-09-05",0.5721
"2020-09-13",0.3692
"2020-09-21",0.5979
"2020-10-07",0.6248
"2020-10-31",0.5489
"2020-11-16",0.5259
"2020-11-24",0.5726
"2020-12-02",0.5233
"2020-12-10",0.5006
"2020-12-18",0.513
"2021-01-03",0.5206
"2021-01-11",0.5465
"2021-01-19",0.506
"2021-02-04",0.4899
"2021-02-12",0.5652
"2021-02-20",0.5248
"2021-02-28",0.5214
"2021-03-16",0.5685
"2021-03-24",0.5387
"2021-04-01",0.5675
"2021-04-09",0.5248
"2021-04-17",0.5405
"2021-05-03",0.5544
"2021-05-11",0.4411
"2021-05-19",0.5785
"2021-05-27",0.4748
"2021-06-04",0.5824
"2021-06-12",0.5064
"2021-06-20",0.5763
"2021-06-28",0.543
"2021-07-06",0.5746
"2021-07-14",0.5384
"2021-07-22",0.6159
"2021-07-30",0.5563
"2021-08-07",0.649
"2021-08-15",0.5471
"2021-08-23",0.6156
"2021-09-08",0.6028
"2021-09-24",0.5905
"2021-10-02",0.5748
"2021-10-10",0.5828
"2021-10-18",0.1892
"2021-10-26",0.5899
"2021-11-11",0.6386
"2021-11-27",0.6005
"2021-12-05",0.6232
"2022-01-06",0.549
"2022-01-22",0.6227
"2022-01-30",0.6548
"2022-02-07",0.6434
"2022-02-23",0.6399
"2022-03-11",0.6538
"2022-03-19",0.6484
"2022-03-27",0.6145
"2022-04-04",0.6593
"2022-04-12",0.6501
"2022-05-06",0.6161
"2022-05-14",0.6194
"2022-05-18",0.5723
"2022-05-22",0.6128
"2022-05-30",0.6148
"2022-06-07",0.6153
"2022-06-15",0.6158
"2022-06-21",0.5919
"2022-06-23",0.6247
"2022-07-01",0.6063
"2022-07-08",0.5945
"2022-07-09",0.6253
"2022-07-17",0.5852
"2022-07-25",0.5478
"2022-08-02",0.5579
"2022-08-10",0.5478
"2022-08-18",0.5735
"2022-08-26",0.6063
"2022-08-28",0.5151
"2022-09-03",0.5227
"2022-09-14",0.5408
"2022-09-19",0.5359
"2022-09-27",0.536
"2022-10-01",0.472
"2022-10-05",0.571
"2022-10-13",0.5854
"2022-10-18",0.5493
"2022-10-21",0.5377
"2022-10-29",0.5551
"2022-11-06",0.5657
"2022-11-14",0.5208
"2022-11-21",0.3492
"2022-11-22",0.5479
"2022-12-08",0.6108
"2022-12-24",0.6167
"2023-01-01",0.4803
"2023-01-25",0.6898
"2023-02-02",0.6313
"2023-02-10",0.6559
"2023-02-19",0.646
"2023-02-26",0.6977
"2023-03-06",0.6818
"2023-03-30",0.7316
"2023-04-07",0.7003
"2023-04-15",0.7043
"2023-04-21",0.7166
"2023-04-26",0.6103
"2023-05-13",0.6437
"2023-05-17",0.6667
"2023-06-02",0.4581
"2023-06-26",0.5828
"2023-07-01",0.5686
"2023-07-04",0.6066
"2023-07-12",0.6481
"2023-07-20",0.6364
"2023-07-28",0.5818,0.5803
