Date,Doy,Station,Standard,ZipCodes,Scope,Tavg,Tavg_Qc,Tmax,Tmax_Qc,Tmin,Tmin_Qc,Tdew,Tdew_Qc,ETo,ETo_Qc,Pr,Pr_Qc,RHavg,RHavg_Qc,RHmax,RHmax_Qc,RHmin,RHmin_Qc,DaySoilTmpAvg.Value,DaySoilTmpAvg.Qc,Rs,Rs_Qc,Ea,Ea_Qc,DayWindRun.Value,DayWindRun.Qc,u2,u2_Qc,Elev,Lat,Long
2015-10-07,280,245,metric,"92678, 92679, 92691, 92692, 92694",daily,22.3,H,29.1, ,15.9, ,,M,,H,,M,,M,95.0,H,48.0,H,21.9,H,,H,,M,,M,,M,846,33.621667,-117.585278
2015-10-08,281,245,metric,"92678, 92679, 92691, 92692, 92694",daily,22.8, ,33.5, ,14.9, ,,M,4.21, ,,M,,M,96.0, ,29.0, ,21.2, ,226.0, ,,M,,M,,M,846,33.621667,-117.585278
2015-10-09,282,245,metric,"92678, 92679, 92691, 92692, 92694",daily,27.1,Y,,Y,16.5, ,,M,,R,,M,,M,87.0, ,14.0, ,21.7, ,233.0, ,,M,,M,,M,846,33.621667,-117.585278
2015-10-10,283,245,metric,"92678, 92679, 92691, 92692, 92694",daily,27.0,Y,,Y,,Y,,M,,R,,M,,M,60.0, ,21.0, ,22.1, ,230.0, ,,M,,M,,M,846,33.621667,-117.585278
2015-10-11,284,245,metric,"92678, 92679, 92691, 92692, 92694",daily,26.8,Y,,Y,,Y,,M,,R,,M,,M,74.0,H,24.0,H,22.3, ,224.0, ,,M,,M,,M,846,33.621667,-117.585278
2015-10-12,285,245,metric,"92678, 92679, 92691, 92692, 92694",daily,25.0,Y,32.7, ,17.7, ,,M,2.86, ,,M,,M,75.0, ,33.0, ,22.0, ,136.0, ,,M,,M,,M,846,33.621667,-117.585278
2015-10-13,286,245,metric,"92678, 92679, 92691, 92692, 92694",daily,24.6,Y,31.4, ,,Y,,M,,R,,M,,M,94.0, ,53.0, ,22.6, ,214.0, ,,M,,M,,M,846,33.621667,-117.585278
2015-10-14,287,245,metric,"92678, 92679, 92691, 92692, 92694",daily,24.2,Y,31.6, ,,Y,,M,2.83, ,,M,,M,94.0, ,55.0, ,22.5, ,161.0, ,,M,,M,,M,846,33.621667,-117.585278
2015-10-15,288,245,metric,"92678, 92679, 92691, 92692, 92694",daily,21.7, ,25.6, ,,Y,,M,0.92, ,,M,,M,96.0, ,73.0, ,22.2, ,74.0, ,,M,,M,,M,846,33.621667,-117.585278
2015-10-16,289,245,metric,"92678, 92679, 92691, 92692, 92694",daily,21.0, ,24.4, ,,Y,,M,0.63, ,,M,,M,98.0, ,76.0, ,21.9, ,60.0, ,,M,,M,,M,846,33.621667,-117.585278
2015-10-17,290,245,metric,"92678, 92679, 92691, 92692, 92694",daily,21.6, ,26.8, ,17.3, ,,M,1.91, ,,M,,M,99.0, ,65.0, ,21.9, ,128.0, ,,M,,M,,M,846,33.621667,-117.585278
2015-10-18,291,245,metric,"92678, 92679, 92691, 92692, 92694",daily,20.5, ,23.9, ,16.7, ,,M,1.26, ,,M,,M,97.0, ,72.0, ,21.8, ,90.0, ,,M,,M,,M,846,33.621667,-117.585278
2015-10-19,292,245,metric,"92678, 92679, 92691, 92692, 92694",daily,18.4, ,22.7, ,15.0, ,,M,2.07, ,,M,,M,97.0, ,59.0, ,21.0, ,135.0, ,,M,,M,,M,846,33.621667,-117.585278
2015-10-20,293,245,metric,"92678, 92679, 92691, 92692, 92694",daily,18.1, ,25.2, ,12.4, ,,M,3.14, ,,M,,M,95.0, ,56.0, ,20.8, ,203.0, ,,M,,M,,M,846,33.621667,-117.585278
2015-10-21,294,245,metric,"92678, 92679, 92691, 92692, 92694",daily,18.8, ,26.7, ,12.9, ,,M,3.32, ,,M,,M,97.0, ,54.0, ,20.8, ,207.0, ,,M,,M,,M,846,33.621667,-117.585278
2015-10-22,295,245,metric,"92678, 92679, 92691, 92692, 92694",daily,18.5, ,26.2, ,12.2, ,,M,3.31, ,,M,,M,98.0, ,55.0, ,20.7, ,207.0, ,,M,,M,,M,846,33.621667,-117.585278
2015-10-23,296,245,metric,"92678, 92679, 92691, 92692, 92694",daily,18.9, ,28.5, ,11.3, ,,M,3.19, ,,M,,M,96.0, ,45.0, ,20.5, ,196.0, ,,M,,M,,M,846,33.621667,-117.585278
2015-10-24,297,245,metric,"92678, 92679, 92691, 92692, 92694",daily,21.7, ,32.6, ,13.2, ,,M,3.84, ,,M,,M,74.0, ,17.0, ,20.3, ,200.0, ,,M,,M,,M,846,33.621667,-117.585278
2015-10-25,298,245,metric,"92678, 92679, 92691, 92692, 92694",daily,20.1, ,29.4, ,13.5, ,,Q,1.91, ,0.0, ,,Q,79.0, ,30.0, ,19.8, ,101.0, ,,S,120.0, ,1.4, ,846,33.621667,-117.585278
2015-10-26,299,245,metric,"92678, 92679, 92691, 92692, 92694",daily,20.5, ,31.6, ,12.5, ,8.7, ,3.68, ,0.0, ,46.0, ,73.0, ,22.0, ,19.9, ,,R,1.1, ,116.4, ,1.3, ,846,33.621667,-117.585278
2015-10-27,300,245,metric,"92678, 92679, 92691, 92692, 92694",daily,20.0, ,30.0, ,11.5, ,9.0, ,3.07, ,0.0, ,49.0, ,71.0, ,26.0, ,19.4, ,168.0, ,1.1, ,109.3, ,1.3, ,846,33.621667,-117.585278
2015-10-28,301,245,metric,"92678, 92679, 92691, 92692, 92694",daily,19.1, ,28.0, ,13.4, ,10.3, ,2.6, ,0.0, ,57.0, ,90.0, ,26.0, ,19.5, ,139.0, ,1.3, ,110.3, ,1.3, ,846,33.621667,-117.585278
2015-10-29,302,245,metric,"92678, 92679, 92691, 92692, 92694",daily,20.0, ,27.7, ,13.8, ,11.3, ,3.54, ,1.9, ,57.0, ,94.0, ,21.0, ,19.6, ,194.0, ,1.3, ,146.1, ,1.7, ,846,33.621667,-117.585278
2015-10-30,303,245,metric,"92678, 92679, 92691, 92692, 92694",daily,22.4, ,30.6, ,12.9, ,-0.5, ,4.44, ,1.3, ,22.0, ,55.0, ,8.0, ,19.6, ,,R,0.6, ,191.5, ,2.2, ,846,33.621667,-117.585278
2015-10-31,304,245,metric,"92678, 92679, 92691, 92692, 92694",daily,20.5, ,31.3, ,11.9, ,4.1, ,3.53, ,0.0, ,34.0, ,57.0, ,14.0, ,19.1, ,,R,0.8, ,121.1, ,1.4, ,846,33.621667,-117.585278
2015-11-01,305,245,metric,"92678, 92679, 92691, 92692, 92694",daily,19.3, ,30.5, ,11.7, ,6.9, ,3.43, ,0.0, ,44.0, ,72.0, ,21.0, ,19.0, ,,R,1.0, ,121.7, ,1.4, ,846,33.621667,-117.585278
2015-11-02,306,245,metric,"92678, 92679, 92691, 92692, 92694",daily,15.5, ,22.6, ,9.0, ,12.0, ,2.08, ,0.0, ,79.0, ,97.0, ,63.0, ,18.6, ,143.0, ,1.4, ,148.3, ,1.7, ,846,33.621667,-117.585278
2015-11-03,307,245,metric,"92678, 92679, 92691, 92692, 92694",daily,13.5, ,18.9, ,8.7, ,9.1, ,2.23, ,0.0, ,75.0, ,99.0, ,45.0, ,18.2, ,160.0, ,1.2, ,114.9, ,1.3, ,846,33.621667,-117.585278
2015-11-04,308,245,metric,"92678, 92679, 92691, 92692, 92694",daily,12.3, ,19.8, ,7.0, ,5.8, ,2.52, ,0.0, ,64.0, ,96.0, ,33.0, ,17.5, ,171.0, ,0.9, ,116.2, ,1.3, ,846,33.621667,-117.585278
