Date,Doy,Station,Standard,ZipCodes,Scope,Tavg,Tavg_Qc,Tmax,Tmax_Qc,Tmin,Tmin_Qc,Tdew,Tdew_Qc,ETo,ETo_Qc,Pr,Pr_Qc,RHavg,RHavg_Qc,RHmax,RHmax_Qc,RHmin,RHmin_Qc,DaySoilTmpAvg.Value,DaySoilTmpAvg.Qc,Rs,Rs_Qc,Ea,Ea_Qc,DayWindRun.Value,DayWindRun.Qc,u2,u2_Qc,Elev,Lat,Long
2018-10-10,283,257,metric,"93554, 93555, 93556",daily,21.3,H,25.7, ,16.2, ,4.8, ,2.72,H,0.0,H,34.0, ,52.0,H,21.0,H,19.4,H,218.0,H,0.9,H,264.0,H,3.1,H,2234,35.659128,-117.636925
2018-10-11,284,257,metric,"93554, 93555, 93556",daily,17.0, ,23.3, ,10.5, ,4.9, ,3.49, ,2.7, ,45.0, ,68.0, ,27.0, ,18.0, ,227.0,R,0.9, ,135.1, ,1.6, ,2234,35.659128,-117.636925
2018-10-12,285,257,metric,"93554, 93555, 93556",daily,18.8, ,25.9, ,11.7, ,3.5, ,4.08, ,3.3, ,36.0, ,59.0, ,22.0, ,17.7, ,206.0, ,0.8, ,183.0, ,2.1, ,2234,35.659128,-117.636925
2018-10-13,286,257,metric,"93554, 93555, 93556",daily,19.1, ,26.7, ,12.3, ,3.8, ,3.65, ,0.0, ,36.0, ,63.0, ,20.0, ,18.1, ,221.0, ,0.8, ,139.9, ,1.6, ,2234,35.659128,-117.636925
2018-10-14,287,257,metric,"93554, 93555, 93556",daily,18.4, ,25.2, ,9.3, ,-3.5, ,4.4, ,0.0, ,22.0, ,52.0, ,12.0, ,17.9, ,224.0,R,0.5, ,199.5, ,2.3, ,2234,35.659128,-117.636925
2018-10-15,288,257,metric,"93554, 93555, 93556",daily,16.6, ,23.4, ,8.3, ,-14.3,Y,5.21, ,2.2, ,11.0,Y,23.0, ,4.0, ,15.8, ,236.0,R,0.2,Y,342.8, ,4.0, ,2234,35.659128,-117.636925
2018-10-16,289,257,metric,"93554, 93555, 93556",daily,16.5, ,25.5, ,6.9, ,-9.7, ,4.34, ,2.9, ,16.0, ,36.0, ,10.0, ,14.5,Y,227.0,R,0.3, ,211.6, ,2.4, ,2234,35.659128,-117.636925
2018-10-17,290,257,metric,"93554, 93555, 93556",daily,14.8, ,24.0, ,4.2, ,-5.1, ,3.43, ,5.2, ,25.0, ,47.0, ,14.0, ,14.7,Y,222.0,R,0.4, ,118.3, ,1.4, ,2234,35.659128,-117.636925
2018-10-18,291,257,metric,"93554, 93555, 93556",daily,14.7, ,25.9, ,3.9, ,-4.2, ,3.26, ,0.1, ,27.0, ,54.0, ,14.0, ,14.9,Y,220.0,R,0.4, ,101.3, ,1.2, ,2234,35.659128,-117.636925
2018-10-19,292,257,metric,"93554, 93555, 93556",daily,16.7, ,27.4, ,4.5, ,-4.3, ,3.97, ,0.0, ,23.0, ,49.0, ,12.0, ,15.1,Y,218.0,R,0.4, ,164.1, ,1.9, ,2234,35.659128,-117.636925
